,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
4787,"in mean field variational inference , the update to the approximating family of a latent variable depends on the distribution of that latent variable conditional on everything else .",[0 0 1 0 0],1,"in variational inference , the update for a latent variable depends on the variational expectation of terms in the joint distribution where that variable appears .",[0 0 0 0 0],0,1,1,2
4793,"profiles of the magnetization , particle and energy density were studied in various systems , including the xx spin chain .",[1 1 0 0 1],3,"the resulting magnetization profiles were studied in various integrable spin models such as the xx chain , the transverse ising .",[1 1 0 0 0],2,1,1,4
4807,"when the distance scale under consideration is much larger than the length scale given by the coordinate noncommutativity , the effects of the latter should be negligible .",[1 1 0 1 0],3,"in other words , the effects of coordinate noncommutativity should be restricted to distances comparable to the noncommutative length scale .",[1 1 0 0 0],2,1,-1,3
4808,"for a geometric treatment of the cohen-macaulay property , we refer the reader to the excellent book of eisenbud .",[0 0 0 1 0],1,"for a geometric treatment of these concepts , we refer the reader to the excellent book of eisenbud .",[0 0 0 0 0],0,1,-1,3
4810,deep neural networks have shown great success in computer vision and natural language processing tasks .,[0 1 0 0 0],1,"convolutional neural networks have achieved roughly human-level or better performance on vision tasks , particularly classification .",[0 0 0 0 0],0,1,1,1
4817,polar codes are proposed by arikan as a type of error-correction coding method that provably achieves the capacity of symmetric binary-input discrete memoryless channels .,[1 0 0 0 0],1,polar codes were introduced by arikan and provided a scheme for achieving the symmetric capacity of binary memoryless channels with polynomial encoding and decoding complexity .,[0 0 0 0 0],0,1,1,0
4821,"jerrum , sinclair , and vigoda in a breakthrough obtained a fully polynomial time randomized approximation scheme for the permanent of matrices with nonnegative entries .",[0 0 0 0 1],1,jerrum and sinclair provided a fully-polynomial randomized approximation scheme for approximating permanents of nonnegative matrices .,[0 0 0 0 0],0,1,-1,4
4845,"the hidden sector consists of nine 8-plets under each so , we need to realize the breaking by an additional wilsonline like vector .",[0 0 0 1 0],1,the hidden sector is the minimal requirement from the supertrace theorem and we need more severe 1 conditions to the susy breaking from the experiment .,[0 0 0 0 0],0,1,-1,3
4848,the prototype example is that of d3-branes at a conifold singularity .,[1 1 1 0 0],3,an important example is that of n d3-branes at the singularity of the conifold .,[1 1 0 0 0],2,1,1,2
4854,the quantum computer is a device which work should be described .,[1 1 0 0 0],2,"a quantum computer is a computer , and as such it suffers from limited accuracy .",[1 0 0 0 0],1,1,-1,1
4868,the higgs boson is the only elementary scalar field entering the sm .,[1 1 0 0 0],2,"if the higgs boson is a composite particle , a proton collider with very high energies may be a unique instrument to search for its constituents .",[0 1 0 0 0],1,1,1,0
4873,"deep convolutional neural networks are useful in solving selected groups of computer vision problems , such as image classification .",[1 1 0 0 0],2,deep neural networks have been shown to outperform shallow learning algorithms in applications such as computer vision .,[0 1 0 0 0],1,1,1,0
4878,"if the source position is closer to the caustic , then the images are located closer to the critical curve .",[1 1 0 1 0],3,"in other cases , the images may be closer to the reciprocal critical curve .",[1 1 0 0 0],2,1,1,3
4883,"the extensive applications of synchrotron radiation in a wide variety of experiments and in many disciplines , motivate the importance of investigations for various mechanisms of controlling the radiation parameters .",[0 0 1 0 0],1,the wide applications of the synchrotron radiation motivate the importance of investigations for various mechanisms of control of the radiation parameters .,[0 0 0 0 0],0,1,-1,2
4887,the reader is referred to for an introduction on the ltl framework .,[1 1 0 0 0],2,the reader is referred to the book by baier and katoen for further details .,[1 0 0 0 0],1,1,-1,1
4888,"since silicon is a homopolar semiconductor that all atoms are neutral , the long range coulomb interaction is not necessary .",[1 1 0 1 0],3,silicon is the only species included in this calculation .,[1 1 0 0 0],2,1,1,3
4890,"to make good use of global image-level priors , zhao et al proposed to use the pyramid pooling module to collet levels of information from multiple scales .",[0 0 0 1 0],1,"however , zhao et al introduced a pyramid pooling module to exploit global information from different subregions .",[0 0 0 0 0],0,1,-1,3
4893,"the red and blue lines in the band structures represent nfe-ribbon and nfe-vaccum states , respectively .",[0 0 1 0 0],1,"the red and blue lines represent two types of states , corresponding to the two types of nfe states , respectively .",[0 0 0 0 0],0,1,1,2
4894,the most well-known goodness measure is undoubtedly the restricted isometry constant .,[1 1 0 0 0],2,another well-known sufficient condition is based on the restricted isometry property .,[0 1 0 0 0],1,1,1,0
4895,deep learning is widely used in machine learning for various tasks .,[1 1 0 0 0],2,"recently , deep learning provides a way to automatically learn discriminative features from raw data .",[1 0 0 0 0],1,1,-1,1
4897,"in our implementation we utilized a variant of stochastic gradient descent , specifically we used the adam optimizer .",[0 0 0 1 0],1,we also used the extended stochastic gradient descent adam algorithm to optimize the loss function .,[0 0 0 0 0],0,1,1,3
4900,in the holographic dual wilson loops are described by string worldsheets that terminate on the boundary of the ads space .,[1 1 0 0 0],2,"in the strong coupling ads dual , wilson loops are described by macroscopic strings .",[1 0 0 0 0],1,1,1,1
4902,in parentheses is the number of genes with n occurrences of ggctaag in the upstream region .,[1 1 1 0 0],3,in parentheses is the significance followed by the number of sn included in the fit .,[1 1 0 0 0],2,1,1,2
4907,convolutional neural networks have recently been very successful on a variety of recognition and classification tasks .,[0 1 0 0 0],1,deep convolutional neural networks have led to a series of breakthrough for visual tasks .,[0 0 0 0 0],0,1,1,1
4908,blood flow in the coronary artery may be affected by a single or multiple coronary artery stenoses .,[1 0 0 0 0],1,blood flow in the coronary artery may be affected by multiple coronary artery stenoses and arterial plaques .,[0 0 0 0 0],0,1,-1,0
4912,five-channel boxcar smoothing is applied and polynomial fits to the baseline are shown .,[1 1 0 0 1],3,fivechannel boxcar smoothing has been applied and baseline polynomial fits to the data are over-plotted .,[1 1 0 0 0],2,1,-1,4
4915,"deep neural networks have shown remarkable success in many domains , such as computer vision .",[0 1 0 0 0],1,neural networks have enjoyed great success in many practical applications .,[0 0 0 0 0],0,1,-1,1
4916,"deep learning techniques , especially the convolutional neural network architectures have achieved remarkable breakthroughs in learning image representation for classification .",[0 0 0 0 1],1,"complex models such as deep neural networks have shown remarkable success in applications such as computer vision , speech and time series analysis .",[0 0 0 0 0],0,1,-1,4
4919,"the nucleus is the most prominent feature , this appears surrounded by diffraction rings and atmospheric speckles .",[1 1 0 0 0],2,the nucleus itself is a composite of neutrons and protons and further progress in science has revealed that even the neutrons and protons have a substructure .,[1 0 0 0 0],1,1,1,1
